loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income
6Qqv39wd-4pwH,HOMEIMPROVEMENT,D,10000,14.59,0,0.14
wMKnQ0cj-WtEG,VENTURE,A,5600,7.29,0,0.22
e24k3t0d-MLm8,PERSONAL,C,3200,13.22,0,0.04
eZqZzEWs-8Ml8,homeimprovement,B,10000,9.45,0,0.14
Q9wjCRhg-obd9,DEBTCONSOLIDATION,B,6600,10.65,0,0.1
qLiJU6zk-JmfS,education,C,3625,,0,0.18
tpGHU2di-XwIK,EDUCATION,B,4000,,0,0.15
F4cF77lP-hjP5,PERSONAL,C,16000,13.49,0,0.32
i2Xg2H9P-1kSX,education,A,7000,7.51,1,0.12
Wj4DIWxb-wxPo,EDUCATION,A,12500,7.9,0,0.38
x1HmANIW-WQdH,VENTURE,B,6000,10.75,0,0.12
mzIYKdjB-RhQD,medical,B,8000,12.69,1,0.24
JgiyWF5x-BPmf,HOMEIMPROVEMENT,A,13000,9.63,0,0.23
DtivdrXy-Ir9e,HOMEIMPROVEMENT,C,12000,13.49,0,0.18
fXx55COj-pTMz,EDUCATION,A,5000,7.66,0,0.08
P6kekLZk-o2vx,VENTURE,B,9500,11.71,0,0.12
Z08WRGgj-WPXy,DEBTCONSOLIDATION,B,5000,10.38,,0.07
2PFXRFnK-EgNj,EDUCATION,A,12000,8.94,0,0.11
4FPbhwKR-AwXs,medical,A,4500,7.74,0,0.11
oftS7lqR-UuCS,homeimprovement,B,6000,11.99,0,0.17
aZy2Zaav-Lhow,MEDICAL,D,5000,14.84,1,0.13
61pBiY87-LoCC,DEBTCONSOLIDATION,E,25000,17.39,1,0.2
EM7LeHt1-qD4O,venture,C,16000,13.22,0,0.24
xI4qqRi2-Quoj,VENTURE,A,15000,8.94,0,0.21
PJ8zeqqO-5TXF,debtconsolidation,B,22000,11.71,0,0.26
qBv7Ad3u-unNs,VENTURE,A,12000,7.9,0,0.18
weSSzQw6-jSIO,MEDICAL,B,10000,12.42,0,0.24
bDm4eTWp-pEQ4,PERSONAL,B,7500,10.08,0,0.05
LuOdj7YG-v4Kt,VENTURE,B,12000,9.91,0,0.22
slkTdQNB-Amvp,EDUCATION,B,,10.25,,0.24
GO1bYv0B-K40X,personal,B,10000,11.49,0,0.15
344ylk5Q-SfGm,debtconsolidation,A,3075,5.42,0,
Ejov7kut-wRTz,PERSONAL,E,1500,18.79,1,0.06
lRCP0nwR-7vt4,DEBTCONSOLIDATION,A,6075,6.03,0,0.09
8dUrQzHj-KZwE,venture,B,12000,11.58,0,0.04
9nWDM7vl-e1KB,DEBTCONSOLIDATION,B,25000,10.36,1,0.33
vTmLtUlk-jPWc,venture,A,3000,8.0,0,0.15
UAbgBGJJ-SQUs,homeimprovement,A,15000,6.54,0,0.1
UlFuIZBC-BHRl,MEDICAL,D,8500,16.07,1,0.27
4cQvBgr6-igPe,DEBTCONSOLIDATION,A,4000,5.42,0,0.07
Mog1Clyk-kgr5,personal,D,1600,18.25,1,0.11
SBizNPUH-XkaU,education,A,20000,6.91,0,0.2
7FBde1Uc-PRtd,VENTURE,A,12000,9.63,0,0.2
gDAzMxYR-v3r6,venture,C,10000,,1,0.14
NbIjbYT6-yNqu,MEDICAL,C,15000,13.11,0,0.18
P3KTuXUu-heiW,PERSONAL,B,17000,11.11,0,0.28
l4ln2Lpk-GFGv,VENTURE,B,15000,12.18,0,0.19
spmfTGYU-BXqv,medical,E,2500,15.68,1,0.07
HhCn6iSF-2DhG,DEBTCONSOLIDATION,B,10000,11.26,0,0.14
SoRUcWf1-Cyse,debtconsolidation,B,20000,11.71,0,0.31
kRuyn6G1-vsCR,VENTURE,B,10000,9.63,0,0.11
eMyIwu1w-eqGl,VENTURE,B,10000,9.88,0,0.17
sUZjdMB3-WTRF,homeimprovement,C,16000,11.66,0,0.2
JBzNUy3h-wRMr,education,B,2800,11.11,0,0.03
KtllTECc-C0Mx,homeimprovement,A,2500,7.88,1,0.2
N7Ry5kKA-dii5,,C,4000,,0,0.09
lePAYoMz-u1j4,EDUCATION,A,4000,7.49,0,0.09
W5OrbUCU-k6pE,EDUCATION,D,8000,,0,0.18
G7ebJZJb-6GDu,debtconsolidation,B,3600,11.49,0,0.06
HFxYFvUr-jF7L,MEDICAL,D,25000,15.33,1,0.23
miQajUM9-3Hpa,medical,C,18150,12.68,0,0.21
zAFuWazB-SKz7,DEBTCONSOLIDATION,C,6500,12.98,0,0.08
A8p05RvB-qMW5,venture,A,35000,7.9,0,0.5
UJDU4wt1-yGWW,EDUCATION,D,5400,16.29,1,0.17
uldIvgDI-yh4l,EDUCATION,A,9350,7.49,0,0.19
iOghQUbD-iWy6,debtconsolidation,B,25000,10.25,0,0.17
7H6Wuai2-AlCv,PERSONAL,B,25000,11.83,1,0.51
eMkwSvNn-Lokm,medical,B,8000,10.38,0,0.1
mrrjfwk9-YjKY,EDUCATION,C,3600,14.79,0,0.08
x7zv5HlN-rEXC,VENTURE,B,22800,12.69,0,0.53
4C6Wex9Y-vztf,EDUCATION,A,6400,8.94,0,0.22
ThHUiQBz-9Coz,PERSONAL,B,20000,12.53,0,0.18
vuqGxPXy-FUwg,HOMEIMPROVEMENT,A,3500,6.39,0,0.05
qNDJkgKo-iCok,medical,E,8000,16.95,1,0.03
JxuSu2KQ-BFYx,EDUCATION,A,5000,7.51,0,0.04
hqyRzncu-dH5d,medical,A,15000,7.49,0,0.12
WYd1KIse-ltzU,debtconsolidation,A,6800,6.17,0,0.15
pnpQtSKs-OC97,education,D,10000,15.33,0,0.09
ubinzzNA-u1Nr,VENTURE,A,12250,7.51,0,0.2
so4wqcWo-aUFP,MEDICAL,A,12000,8.49,0,0.12
SdiRIqwz-bl4b,EDUCATION,C,15000,,0,0.18
uRSIJ19T-gaSX,MEDICAL,B,7000,11.71,0,0.18
vaEBWNz5-iobw,venture,C,11000,13.61,0,0.11
sXdxdlhF-cDLv,PERSONAL,A,6000,7.49,0,0.13
IxWfrjmU-cbMB,homeimprovement,C,20000,,0,0.19
Ok1kLU1e-73dc,EDUCATION,D,30000,14.91,0,0.28
STQ0G9u3-4LrO,MEDICAL,A,6000,7.9,0,0.24
gjBNYc86-yQkC,PERSONAL,A,8000,9.32,0,0.12
obdhUCoA-z3xM,EDUCATION,D,15000,,1,0.46
DdcCKyc6-2DOB,HOMEIMPROVEMENT,C,19125,13.99,0,0.34
nkAs8zn7-9Wnv,EDUCATION,A,8000,7.29,0,0.23
bFPhLfAQ-b8lb,HOMEIMPROVEMENT,A,11000,,0,0.25
0ae6R2mT-ZRFL,venture,B,14000,10.99,0,0.35
ekJs4nR5-Uv06,PERSONAL,A,5875,6.03,0,0.09
0FK0TMxz-Wu7Z,VENTURE,B,6000,9.91,0,0.15
NxMo374o-jCtY,MEDICAL,B,18000,,0,0.21
0rFcSG0a-Ueph,DEBTCONSOLIDATION,B,7125,9.91,0,0.19
ZSHItzpy-ZydO,HOMEIMPROVEMENT,B,10000,11.71,0,0.19
r18iSeKS-YTy8,medical,A,14700,5.99,1,0.4
Fe8kMJhr-eSOu,MEDICAL,A,6000,,0,0.11
hOh3e9yo-wTGJ,EDUCATION,C,7500,12.29,0,0.21
TgZgRIY3-1cCj,debtconsolidation,C,3500,,0,0.06
8TmOpGEo-sYtn,personal,B,10500,11.48,0,0.18
0iIRCtxF-znTP,HOMEIMPROVEMENT,B,6500,11.11,0,0.08
XDqtr0vB-ngzE,VENTURE,A,4200,6.99,0,0.17
7G2nTxYI-pFRt,venture,D,1500,14.42,1,0.03
nzYZR2uU-JhcK,PERSONAL,B,8000,10.74,0,0.08
gPEBkrLW-Y6jC,PERSONAL,A,7500,6.17,0,0.07
ybm8yUs4-8Epk,PERSONAL,A,6000,,0,0.1
Gg3t9iFr-4vfp,DEBTCONSOLIDATION,B,3000,11.46,0,0.14
w1JRom7y-y1od,PERSONAL,A,5000,8.63,0,0.16
oA1QrhLX-lkdR,VENTURE,C,25000,13.8,0,0.06
5DkfmE8B-hFTS,debtconsolidation,B,3000,11.48,1,0.04
nEykki4d-P696,PERSONAL,A,13000,6.91,0,0.35
O2p9C00S-urAj,MEDICAL,C,6425,13.72,0,0.09
IlBqbsMJ-uhbM,venture,A,8500,6.91,1,0.34
8PJsG51L-wYOw,education,B,1400,9.25,0,0.11
SXHL1ug8-kBIP,EDUCATION,B,15000,11.36,0,0.33
ymixgcWW-IbEE,EDUCATION,E,6000,16.7,1,0.14
5urkRRAa-Y809,medical,D,8400,14.84,1,0.07
tG90cW7l-GPwr,DEBTCONSOLIDATION,,25000,15.95,1,0.35
2wtoO4Qn-HauX,DEBTCONSOLIDATION,A,2400,9.32,0,0.06
g4yCanme-Hq9X,personal,E,4800,17.99,1,0.12
lvB92QvH-MKgf,homeimprovement,A,5500,8.59,0,0.1
clQz0tv6-SXKE,debtconsolidation,B,10000,11.71,1,0.31
NwuDsdNN-1p8X,personal,A,16000,7.88,0,0.16
UrHhrH3C-Y0r7,medical,A,5000,7.51,0,0.22
hdLDtWCu-wE92,PERSONAL,E,18000,16.45,0,0.26
Jw4Zx9hP-MrSL,EDUCATION,D,3000,14.84,0,0.05
D9PKwWNN-JsJY,PERSONAL,B,9000,,0,0.09
Pjp8zATw-mRxO,VENTURE,A,10000,7.51,0,0.11
GGjZ0ZOZ-FYYx,EDUCATION,A,7300,7.49,0,0.12
o292Uw2h-G779,education,A,5000,5.79,0,0.11
6MhpXdLS-DdRT,venture,B,1000,11.49,0,0.01
GYHGTqbc-SZ7d,EDUCATION,D,7000,15.99,0,0.12
9xtYTq0a-gDFh,PERSONAL,B,1000,10.99,0,0.03
D83As0OO-ttbb,HOMEIMPROVEMENT,C,8400,13.61,0,0.17
s28Gassw-4aHr,debtconsolidation,C,3600,,0,0.03
oWxhfJ5z-XbcS,education,B,20000,12.21,0,0.29
989Pj6H3-g2CL,,B,5000,,1,0.15
IJoKfTbb-Q1zz,EDUCATION,A,10000,7.29,0,0.12
LCw0YZE0-vvvm,DEBTCONSOLIDATION,C,8000,13.8,0,0.15
c3mEtu6o-H9ec,personal,D,3000,17.27,1,0.07
C0lSwD9I-AzZ4,PERSONAL,C,2650,13.23,0,0.03
LAAnEWLa-KrUs,EDUCATION,B,7400,10.36,0,0.13
QUpz1A64-MAFf,PERSONAL,B,12000,11.49,0,0.18
yuJgxuE6-aeoM,debtconsolidation,F,5000,18.25,1,0.11
j5O78CLf-FdL2,personal,B,10000,11.11,0,0.17
uiOaxZW2-C4zO,education,B,5000,11.71,0,0.11
UWOpIqEN-aEsd,DEBTCONSOLIDATION,C,10000,13.61,0,0.17
b9Medcy1-noHw,HOMEIMPROVEMENT,A,4500,6.39,0,0.09
0aEhMG47-XTWT,personal,A,14700,9.63,0,0.18
LMaq9jH1-vlN0,MEDICAL,D,25000,14.59,1,0.08
7iUfHIK7-qU2e,MEDICAL,A,13000,8.9,1,0.52
zn7vfhtl-peJh,DEBTCONSOLIDATION,B,10000,11.99,0,0.25
0NwFFrCa-go7u,debtconsolidation,A,7100,6.99,0,0.07
2F1szY1F-N364,EDUCATION,A,1000,8.0,0,0.04
OsZhZbLZ-eBgf,medical,C,15200,13.85,1,0.13
djR648s2-zyKz,debtconsolidation,B,8500,10.74,0,0.16
Ic8aJSqj-eR0R,venture,B,15000,10.37,0,0.16
YSs74AA2-xp74,EDUCATION,A,12400,,1,0.36
RqGha87z-4A6u,personal,C,5000,12.68,0,0.05
oazYFfwk-A2U7,venture,C,6000,12.68,0,0.28
EwpT7gMH-h0bl,VENTURE,A,6000,6.92,0,0.06
Th5ASCeR-p57z,homeimprovement,A,15000,5.79,0,0.33
PwctyToW-I9Xp,MEDICAL,D,12000,15.62,1,0.19
y7hPzBud-TSip,medical,A,10025,5.42,0,0.22
dzApwnYM-OIBi,medical,B,2500,10.99,0,0.11
EcDvQxWo-dD6N,education,A,1400,,1,0.16
WCX8s4oB-JoLl,VENTURE,B,10750,11.14,0,0.2
a1DUGp6n-QbY3,personal,C,20000,13.23,0,0.16
u413Psk1-frqQ,personal,D,8000,15.99,1,0.11
BHox4zMj-2FmS,EDUCATION,A,8000,7.51,0,0.17
9cYRNqnU-maNK,EDUCATION,A,12000,6.62,1,0.26
1d45s3hf-Zlpm,HOMEIMPROVEMENT,B,16000,,0,0.15
odHKF8cy-wzHy,DEBTCONSOLIDATION,B,1950,12.42,0,0.02
8g7rCr17-HOP7,MEDICAL,B,5000,10.75,0,0.14
S6KZziX5-sh08,debtconsolidation,B,4800,9.99,0,0.12
BG4UpyOv-p0KA,personal,A,8350,7.49,0,0.1
5ldZk8Nu-75xI,homeimprovement,A,3500,7.49,1,0.19
ieiqtAMb-qxGW,education,C,14000,14.65,1,0.19
EO7Kzjm2-Cv2b,EDUCATION,A,7500,6.76,0,0.27
v1Ra3iwP-IbN9,medical,A,12800,,0,0.17
5KjkrviD-GjPg,debtconsolidation,B,25000,14.96,,0.21
yvzRMCB5-jyLM,DEBTCONSOLIDATION,B,17700,10.99,0,0.17
t14nQyu7-LdEp,EDUCATION,A,4000,7.88,0,0.04
kQ7Q5tvh-CGJY,EDUCATION,C,15000,13.16,0,0.48
FYsX8als-cQBj,PERSONAL,A,6950,7.66,1,0.48
xveFjEcF-p1xz,EDUCATION,B,20400,10.75,0,0.17
TRkIZFSl-FggZ,MEDICAL,A,18825,7.9,1,0.45
nJwmG4kj-ob1O,PERSONAL,B,6225,10.99,0,0.1
Fzbvi8dY-W7nj,VENTURE,D,3000,12.92,0,0.08
E9SuTRbF-YJwB,venture,A,7000,6.92,0,0.28
zBEL4YnB-kdbM,homeimprovement,D,10500,15.28,0,0.15
PmrbvAXy-mxuR,DEBTCONSOLIDATION,A,8000,5.42,0,0.1
Fs8J6dvI-OJhL,PERSONAL,A,5000,7.74,0,0.06
haaWExQl-xRhF,PERSONAL,E,10000,19.29,1,0.33
1JllBn52-NkFu,medical,A,10000,8.59,0,0.14
0YeZ1gWy-tbb6,PERSONAL,B,5000,9.99,0,0.14
971ZtJ9r-A3gj,medical,C,8400,12.87,0,0.09
nmTwp4cm-qHjY,personal,A,10000,,0,0.15
rhgOxOXd-I3Ro,debtconsolidation,D,7000,15.99,1,0.18
SfLZi10E-Dxbp,venture,B,24000,11.11,0,0.14
ajsOBYFy-9m0f,PERSONAL,A,15000,6.91,1,0.17
bSJJic0E-HiHn,EDUCATION,B,12950,9.96,0,0.14
HWi6fh0W-MCM3,PERSONAL,A,2000,5.99,0,0.02
NH0cpll7-Gk8z,MEDICAL,C,5300,15.27,0,0.18
g0lkIpJh-1TRl,EDUCATION,C,9600,11.22,0,0.23
W9jjtK9v-7K4W,PERSONAL,C,15000,12.73,1,0.63
QD3kuMv3-nDg4,VENTURE,D,6000,12.61,1,0.2
p9vfsif9-e0xj,VENTURE,B,12000,11.49,0,0.11
7f3I03hN-859j,medical,C,2400,13.16,0,0.03
Jo9MI2F1-0Ukj,DEBTCONSOLIDATION,B,8400,9.63,0,0.29
Hu7CIgqM-HaZn,EDUCATION,B,5200,12.69,0,0.09
8ImsZY00-lKwZ,medical,B,19800,11.48,0,0.17
lUg4a3tq-0Zc4,debtconsolidation,C,10000,11.66,0,0.15
Q8m0vvez-oCk6,PERSONAL,D,8000,14.84,0,0.11
gShBij7O-worA,VENTURE,A,6400,7.88,0,0.12
hnI6L3cW-eIvm,VENTURE,D,10000,15.58,1,0.23
EH32Y7wE-LNM5,medical,B,3900,11.99,0,0.07
8ZQ8nzD0-RwCl,EDUCATION,C,8400,13.57,1,0.19
GwsWFGJu-JoDm,homeimprovement,B,2500,11.71,0,0.04
oN5b0tkm-3pQj,homeimprovement,A,12000,6.92,0,0.16
Q8H92GQ5-Fd74,venture,A,7800,7.14,0,0.18
AKHrYtQN-okxR,,A,6400,,0,0.1
HQptG5dv-UDLN,MEDICAL,,,13.47,0,0.19
KfuYbOwC-41Js,personal,B,20000,12.21,0,0.2
ib1347Je-iYUI,education,B,25000,11.71,0,0.33
pIyUUlrS-GImT,venture,A,16000,7.9,0,0.36
HoBx4mXR-HbxW,HOMEIMPROVEMENT,A,9200,7.74,0,0.15
dlc0Y0Rv-u1IK,education,A,9600,6.99,0,0.04
8vnMateK-iEmS,homeimprovement,D,15000,14.11,1,0.28
5F4yQ13k-1T8y,,C,,7.88,0,0.13
KdvKIMxs-9Bgv,debtconsolidation,A,6000,7.49,0,0.06
uOzmdlzG-qPaG,VENTURE,A,5500,7.51,0,0.15
TQ6aSIKY-vAsx,education,A,10000,,1,0.42
5Yb77yvT-lgy0,PERSONAL,D,20000,,0,0.14
eOp6brNW-6brH,EDUCATION,B,1500,12.18,0,0.04
m7o6ATOG-jJm9,EDUCATION,C,10000,,0,0.17
JWW6ZyBq-8PyM,DEBTCONSOLIDATION,C,11000,13.22,0,0.22
hRyF4vKu-NslC,MEDICAL,B,19850,,1,0.37
JaQQSRMK-MlFG,EDUCATION,D,8125,14.42,1,0.68
eTHAnPef-LsuS,venture,C,3825,14.65,0,0.18
KGblymA5-FOvO,EDUCATION,B,15000,11.99,0,0.24
ymPMM0eB-NhOm,VENTURE,A,10000,8.38,0,0.09
ZM2GUHr5-pCbf,debtconsolidation,A,22000,6.91,0,0.24
HJKYybo0-l4kY,debtconsolidation,C,2000,12.99,0,0.02
J2xg2UiQ-M7IL,,D,,7.91,0,0.08
mjd8ZD9r-KbRM,DEBTCONSOLIDATION,D,12000,14.83,1,0.26
pbFZASA6-8nv6,VENTURE,C,8500,15.96,1,0.31
Ax3Co1Up-lWGh,debtconsolidation,B,10000,12.53,0,0.18
rju0Uqoz-nbDv,MEDICAL,B,18000,11.99,0,0.14
5Xvbh6uE-JNcM,MEDICAL,B,3025,10.99,1,0.04
HAunvLDo-MolW,DEBTCONSOLIDATION,A,22000,,0,0.4
IdNRRfGw-vNEo,DEBTCONSOLIDATION,B,,6.62,1,0.31
FU6DhXRp-pgxq,VENTURE,F,1400,22.06,0,0.06
Ma4C9jvY-S6nr,debtconsolidation,D,15000,17.58,1,0.08
a3mMJkW4-GmDP,EDUCATION,C,24000,,0,0.12
2sbuiU60-DHM7,HOMEIMPROVEMENT,B,2000,15.7,,0.03
MucjH900-sadR,venture,A,2500,7.37,0,0.02
RiM2YZ1K-jjgR,MEDICAL,B,3000,11.99,0,0.04
hQFBZ74b-pT2q,education,B,12000,,0,0.08
OLBIxHoO-RPxP,EDUCATION,D,14000,17.58,0,0.14
Xtexq4d0-pd79,medical,D,35000,15.99,1,0.41
RcHSLkc2-3zoJ,MEDICAL,B,8000,,0,0.08
hxNZwwI3-B4QU,,A,,9.25,0,0.08
OpRHPgsU-WZG6,personal,E,25000,17.93,0,0.27
pCoc5foS-2aq8,homeimprovement,C,2000,12.61,1,0.06
bljAoipG-n7wS,EDUCATION,B,12000,10.99,0,0.13
rjZXSmdK-qjA0,debtconsolidation,A,10500,5.79,0,0.19
iYJ3r61n-EXky,EDUCATION,B,19000,12.18,1,0.48
tIISlPDz-dQiY,DEBTCONSOLIDATION,A,2500,7.51,0,0.04
3AceZslI-Et45,MEDICAL,A,11000,7.51,0,0.23
Se3XvBDz-0r3a,EDUCATION,B,9900,11.71,1,0.38
l8Kwi4r3-eKDi,personal,A,15000,6.92,0,0.21
sUaunRl9-1ZUU,EDUCATION,A,6000,5.79,0,0.13
UqlKrpZC-jXm8,MEDICAL,B,4200,11.48,0,0.09
HYFPyTj0-GSUv,HOMEIMPROVEMENT,C,1200,13.22,0,0.02
g0ii51fN-qyoN,MEDICAL,A,8875,7.66,0,0.29
vBpea1tZ-DrZm,personal,B,12000,11.99,0,0.11
j7elJxsY-eTEQ,EDUCATION,A,18000,7.9,0,0.26
9LBoBaO3-wZ6f,MEDICAL,A,6000,8.49,0,0.17
QrGDjpBI-cxpy,personal,A,10000,,0,0.29
eEOuRPGc-P1As,medical,A,10000,8.59,0,0.15
88yTTQYt-WZrN,MEDICAL,B,20000,,0,0.17
262CRTws-psWw,PERSONAL,A,9000,8.94,0,0.19
UNPqtSds-79YB,PERSONAL,B,12000,10.75,0,0.21
a0oGXLYi-LfIK,medical,D,26400,16.49,1,0.43
v56fFxYh-ZZ7K,debtconsolidation,B,4200,11.83,1,0.39
38Z1D9cY-jOUE,debtconsolidation,C,15000,14.27,1,0.38
POuxK5Wn-7cxO,EDUCATION,B,6000,12.53,0,0.05
GQT96fxo-C1aR,MEDICAL,B,1000,10.99,0,0.04
T3wsKLZm-NLwO,MEDICAL,B,3200,,0,0.02
AnqoSbMH-tbFI,personal,C,5000,13.23,0,0.14
1wBHi6nh-s2Am,personal,B,10000,11.99,0,0.15
j48vDxzd-WzCt,PERSONAL,B,10000,10.99,0,0.19
pzC6kHN6-Lpan,EDUCATION,A,7200,7.88,0,0.11
MS7LNHKL-NJq9,PERSONAL,C,24250,13.23,0,0.16
CaGIcLhM-PNzd,EDUCATION,A,6200,5.99,1,0.31
wkvyLJqO-4poh,HOMEIMPROVEMENT,E,15250,16.35,0,0.28
9dov9RBP-etrY,education,D,6000,15.62,0,0.09
A1TlrjGo-DAXJ,personal,B,4800,10.37,0,0.1
IETAhYct-LJzW,homeimprovement,B,1425,10.37,0,0.04
QtCsRYHp-gbCC,debtconsolidation,B,10000,10.95,0,0.04
NCkhQJ3Z-WmdR,DEBTCONSOLIDATION,A,7500,7.51,0,0.13
34UCigpM-LcHm,PERSONAL,A,5000,6.99,0,0.13
hFZ6xQab-2D77,EDUCATION,B,3975,10.99,0,0.08
tLiwlKJB-ykAl,DEBTCONSOLIDATION,B,5000,11.49,0,0.1
aS3rSiWL-pPfo,personal,A,5000,6.91,0,0.06
EenI4oK7-W08Q,venture,B,4800,11.49,0,0.14
4Rwu1at0-KoiQ,MEDICAL,B,7200,10.59,0,0.26
75dwkSwu-DXP5,VENTURE,C,6000,13.06,0,0.05
38rTKKX4-Y3eQ,EDUCATION,B,8000,9.2,0,0.23
QyvanbsI-Hsly,DEBTCONSOLIDATION,A,3500,7.29,0,0.05
e3rzt7lT-Oc1W,PERSONAL,D,4000,15.99,0,0.08
yLQnGQee-PL03,EDUCATION,A,16000,7.49,0,0.27
dg7GKrfT-gMBG,PERSONAL,B,4800,12.42,0,0.11
U2c41rOP-uGl6,EDUCATION,A,5000,8.49,0,0.06
GiCXHggn-G0Oz,debtconsolidation,A,6000,7.14,0,0.06
GAtuyfvq-9kKD,DEBTCONSOLIDATION,B,6000,11.49,0,0.12
lWoAb2R2-rQ3F,homeimprovement,C,4200,,0,0.08
WboADZvu-DHUe,DEBTCONSOLIDATION,D,10000,15.33,1,0.16
1ISgCUhm-0m7g,debtconsolidation,D,15000,16.77,1,0.28
QalY88X3-6bTF,MEDICAL,A,6000,6.91,1,0.23
1cX6r1oL-iSMD,DEBTCONSOLIDATION,B,9000,10.99,0,0.12
ZGyPOOEo-MvT6,EDUCATION,B,7000,9.88,0,0.15
HzEt1uAf-zC3U,venture,D,5500,,0,0.27
N4WD99H7-BxgM,medical,A,12000,7.88,0,0.16
4RNxPcWI-9XwF,DEBTCONSOLIDATION,A,10000,7.88,0,0.24
31xPYjri-n5nM,EDUCATION,B,10000,,0,0.26
ipNpAjSe-Inzu,medical,A,6000,7.51,0,0.2
EWKeCA52-k771,homeimprovement,D,9000,15.99,1,0.25
jFCGdBhb-ESWZ,debtconsolidation,A,20000,6.91,0,0.22
GRXMymHH-Yzcw,PERSONAL,D,5000,14.84,1,0.08
G9EJeSPz-Jwi8,venture,D,8000,14.96,0,0.27
PnznRZ3w-2IGL,HOMEIMPROVEMENT,A,15000,7.51,0,0.34
XwI5TN9I-FLfj,MEDICAL,B,4000,9.91,0,0.05
XSS8BA9m-e4ql,debtconsolidation,C,8000,14.26,1,0.1
fLIiT7uF-J7Rq,VENTURE,A,3500,6.03,0,0.05
luAf9SWe-1LxP,DEBTCONSOLIDATION,B,9000,12.69,0,0.2
RP32qAJN-SWZf,EDUCATION,A,6000,7.88,0,0.1
XT4wnkDd-yK2m,VENTURE,C,3000,14.65,0,0.06
Jnw91qR7-nXTI,MEDICAL,B,10000,9.64,0,0.15
8APgvYHT-eSFY,HOMEIMPROVEMENT,C,7000,6.92,0,0.24
cK6p9GS8-UFut,VENTURE,A,8000,7.9,0,0.16
RZ0zO20n-FTcB,HOMEIMPROVEMENT,C,3000,12.68,0,0.06
SXuLwxyg-jyum,personal,B,6000,,0,0.05
qzQ8683x-uZJz,PERSONAL,,3600,13.49,0,0.11
prSqpwFM-yMKz,EDUCATION,C,5500,13.47,0,0.16
rdDDQ4bw-FEBT,MEDICAL,C,5000,13.79,0,0.11
awqYYeoj-1mju,venture,C,3000,14.27,0,0.04
iNKCFacW-q97y,venture,B,4000,10.99,0,0.04
jxrG6gGP-ctOu,MEDICAL,C,24000,13.47,0,0.24
krCXQQA1-KCah,debtconsolidation,A,1500,7.29,0,0.05
fAtag6yA-Um6b,EDUCATION,B,12000,10.99,0,0.2
7LZ8rB8z-I7By,personal,B,4000,12.53,0,0.07
D780sgnU-k5S3,EDUCATION,B,8000,11.14,0,0.06
upmKKt7w-ZE2o,DEBTCONSOLIDATION,A,5800,9.32,0,0.14
qvNEyiS8-8I9K,debtconsolidation,D,8000,15.58,1,0.17
ya0Nulw4-cGQY,VENTURE,E,25000,14.38,1,0.34
Txue7n0E-pQ4T,EDUCATION,C,4550,13.72,0,0.22
YpRAzD1g-HCoo,VENTURE,B,17000,11.12,0,0.23
g3bmE67d-9Q3z,PERSONAL,B,12875,12.53,1,0.41
M8YdaBte-ZXNM,education,A,8400,6.99,0,0.13
aeWCcwZ0-APul,VENTURE,A,9000,7.88,0,0.04
248FfNok-2Tir,EDUCATION,A,3000,5.99,0,0.06
9pS2Wbcd-fOxY,medical,A,2000,7.29,0,0.05
lYpnP4GJ-Zarb,EDUCATION,B,6000,10.37,0,0.19
uFdAfvIz-CfpJ,personal,A,6000,5.42,0,0.09
n1mlyw8E-zH6f,education,B,10000,10.99,0,0.07
dt1qrRj7-MYMA,venture,A,9250,7.9,0,0.1
KWRmxMTk-ckFP,medical,D,3000,15.65,0,0.1
Ikgztx2r-OIih,homeimprovement,B,7000,11.49,0,0.07
Ko9YOav5-zD4m,homeimprovement,C,11000,13.98,0,0.32
AsZ6UB9S-jvQ3,HOMEIMPROVEMENT,C,13000,12.61,0,0.13
BPBRoPkY-FJFx,education,A,5500,7.9,0,0.22
PrBh5yFP-oKXy,PERSONAL,B,5000,,0,0.03
8ezuhXRl-5wg6,DEBTCONSOLIDATION,A,,12.99,0,0.29
vBqQxCT6-Cp8J,debtconsolidation,C,12000,,0,0.22
TSJCeUwR-7g8Y,homeimprovement,A,9000,7.51,0,0.06
DHCUbeNf-lB2n,VENTURE,A,6000,7.49,0,0.2
m2cGq7Zp-LAFh,VENTURE,A,12000,7.88,0,0.38
yaSbCwsp-ArZ7,PERSONAL,A,4000,7.14,0,0.09
Y5OT6bm0-b51y,venture,B,3000,11.71,0,0.07
eiYuEF7M-YNQr,education,A,9600,7.51,0,0.2
mEMxAEzu-RRPJ,EDUCATION,C,2500,14.72,0,0.04
O8v2Qffp-iWPu,VENTURE,C,20000,12.84,0,0.44
5Oe1SQvj-SFPM,MEDICAL,B,7000,9.99,1,0.19
BvDm9Evg-YHr1,MEDICAL,A,16000,6.03,0,0.11
N58fUrBK-Cdy8,personal,B,13000,,0,0.17
1vvmLXKa-CsLT,DEBTCONSOLIDATION,A,5000,7.49,0,0.14
79gJ3MM6-IuRL,VENTURE,A,3000,5.79,0,0.05
IPAabAPN-elZY,personal,B,15000,11.26,1,0.27
N7dadAUz-yRMP,VENTURE,A,4000,5.79,0,0.08
y0QEMGj2-5hHI,EDUCATION,D,10000,15.58,1,0.39
sjZE0qLK-IFqv,venture,C,6000,13.49,0,0.19
5gSiNYnx-0Zwy,EDUCATION,C,2050,15.96,0,0.06
